"","business_id","business_name","business_address","inspection_date","inspection_score","violation_description","risk_category","Current Supervisor Districts"
"1551",86406,"SFSU Resident Dining","801 Font Blvd",2019-02-07,90,"Unclean or degraded floors walls or ceilings","Low Risk",NA
"1552",68560,"Wow Naan-N-Curry","642 Irving St",2019-02-07,78,"Inadequate and inaccessible handwashing facilities","Moderate Risk",11
"1553",91823,"Oma Sushi","330 O'Farrell St",2019-02-07,92,"Moderate risk food holding temperature","Moderate Risk",NA
"1554",92174,"Bandit","683 Geary St",2019-02-07,90,"Unapproved or unmaintained equipment or utensils","Low Risk",NA
"1555",94094,"Street Meet","2380 San Bruno Ave",2019-02-07,86,"Insufficient hot water or running water","Moderate Risk",NA
"1556",88433,"The Elite Cafe","2049 Fillmore St",2019-02-07,80,"High risk vermin infestation","High Risk",NA
"1557",77858,"AFC Sushi @ Good Life Grocers","Cortland Ave",2019-02-07,94,"Noncompliance with HAACP plan or variance","Moderate Risk",NA
"1558",90925,"Intercontinental Mark Hopkins","999 California St Lobby",2019-02-07,96,"Improper food storage","Low Risk",NA
"1559",78669,"Chantal Guillon","1309 Howard St",2019-02-07,94,"Food safety certificate or food handler card not available","Low Risk",NA
"1560",78669,"Chantal Guillon","1309 Howard St",2019-02-07,94,"Moderate risk vermin infestation","Moderate Risk",NA
"1561",78769,"St. Anthony Foundation","121 Golden Gate Ave",2019-02-07,96,"Insufficient hot water or running water","Moderate Risk",NA
"1562",86406,"SFSU Resident Dining","801 Font Blvd",2019-02-07,90,"Moderate risk food holding temperature","Moderate Risk",NA
"1563",68560,"Wow Naan-N-Curry","642 Irving St",2019-02-07,78,"Unclean or degraded floors walls or ceilings","Low Risk",11
"1564",91823,"Oma Sushi","330 O'Farrell St",2019-02-07,92,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",NA
"1565",88433,"The Elite Cafe","2049 Fillmore St",2019-02-07,80,"Improper cooling methods","High Risk",NA
"1566",92174,"Bandit","683 Geary St",2019-02-07,90,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",NA
"1567",94094,"Street Meet","2380 San Bruno Ave",2019-02-07,86,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",NA
"1568",79219,"AFC Sushi @ Safeway #2646","735 07 Ave",2019-02-07,100,NA,NA,NA
"1569",99182,"WETZEL'S PRETZELS","2660 MASON ST",2019-02-07,100,NA,NA,NA
"1570",90234,"The ARC San Francisco","1520 Howard St",2019-02-07,100,NA,NA,NA
"1571",59178,"Little Delhi India Restaurant","83 Eddy St",2019-02-08,91,"Unclean hands or improper use of gloves","High Risk",3
"1572",4654,"House of Bagels","5030 Geary Blvd",2019-02-08,94,"Food safety certificate or food handler card not available","Low Risk",4
"1573",275,"Ben & Jerry's","170 O'Farrell St Basement",2019-02-08,94,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",3
"1574",3046,"Mollie Stone's Grand Central Market","2435 CALIFORNIA St",2019-02-08,82,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",6
"1575",3046,"Mollie Stone's Grand Central Market","2435 CALIFORNIA St",2019-02-08,82,"Moderate risk food holding temperature","Moderate Risk",6
"1576",5942,"EPIPHANY ELEMENTARY","600 Italy Ave",2019-02-08,98,"Food safety certificate or food handler card not available","Low Risk",1
"1577",4654,"House of Bagels","5030 Geary Blvd",2019-02-08,94,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",4
"1578",4492,"Mollie Stone's Grand Central Market (Mezzanine Level)","2435 CALIFORNIA St",2019-02-08,92,"Other moderate risk violation","Moderate Risk",6
"1579",3046,"Mollie Stone's Grand Central Market","2435 CALIFORNIA St",2019-02-08,82,"Unclean nonfood contact surfaces","Low Risk",6
"1580",5898,"MONROE ELEMENTARY SCHOOL","260 MADRID St",2019-02-08,98,"Inadequate warewashing facilities or equipment","Low Risk",1
"1581",4492,"Mollie Stone's Grand Central Market (Mezzanine Level)","2435 CALIFORNIA St",2019-02-08,92,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",6
"1582",3046,"Mollie Stone's Grand Central Market","2435 CALIFORNIA St",2019-02-08,82,"Improper food storage","Low Risk",6
"1583",4492,"Mollie Stone's Grand Central Market (Mezzanine Level)","2435 CALIFORNIA St",2019-02-08,92,"Improper or defective plumbing","Low Risk",6
"1584",59178,"Little Delhi India Restaurant","83 Eddy St",2019-02-08,91,"Unclean or degraded floors walls or ceilings","Low Risk",3
"1585",4654,"House of Bagels","5030 Geary Blvd",2019-02-08,94,"Other low risk violation","Low Risk",4
"1586",275,"Ben & Jerry's","170 O'Farrell St Basement",2019-02-08,94,"Insufficient hot water or running water","Moderate Risk",3
"1587",3046,"Mollie Stone's Grand Central Market","2435 CALIFORNIA St",2019-02-08,82,"Noncompliance with shell fish tags or display","Moderate Risk",6
"1588",3046,"Mollie Stone's Grand Central Market","2435 CALIFORNIA St",2019-02-08,82,"Insufficient hot water or running water","Moderate Risk",6
"1589",89336,"Miller's Rest","1085 Sutter St",2019-02-08,93,"Improper cooling methods","High Risk",NA
"1590",93533,"Lifeworks @ Levi's","1155 Battery St",2019-02-08,86,"Unclean or unsanitary food contact surfaces","High Risk",NA
"1591",93533,"Lifeworks @ Levi's","1155 Battery St",2019-02-08,86,"Improper cooling methods","High Risk",NA
"1592",91075,"BlueStar Refreshment Services @ Uber Technologies, Inc","555 Market St, Floors 6, 7, 8",2019-02-08,100,NA,NA,NA
"1593",98616,"BROWN SUGAR KITCHEN","1 FERRY BUILDING  #41",2019-02-08,100,NA,NA,NA
"1594",91074,"BlueStar Refreshment Services @ Uber Technologies, Inc","555 Market St, Floors 2, 4, 5",2019-02-08,100,NA,NA,NA
"1595",5891,"FILIPINO ED. CTR ELEMENTARY SCHOOL","824 HARRISON St",2019-02-08,100,NA,NA,10
"1596",91077,"BlueStar Refreshment Services @ Uber Technologies, Inc","555 Market St Floors 12, 13, 14",2019-02-08,100,NA,NA,NA
"1597",3428,"Levi Strauss & Co","1155 Battery St,  7th Floor",2019-02-08,100,NA,NA,3
"1598",5894,"SAN FRANCISCO COMMUNITY ELEM.SCHOOL","125 EXCELSIOR Ave",2019-02-08,100,NA,NA,1
"1599",5893,"CLEVELAND ELEMENTARY SCHOOL","455 ATHENS St",2019-02-08,100,NA,NA,1
"1600",141,"AFC SUSHI @ MOLLIE STONE'S 2","2435 CALIFORNIA St",2019-02-08,100,NA,NA,6
"1601",91076,"BlueStar Refreshment Services @ Uber Technologies, Inc","555 Market St Floors 9, 10, 11",2019-02-08,100,NA,NA,NA
"1602",1232,"Sunflower Cafe","284 O'Farrell St",2019-02-11,88,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",3
"1603",4620,"WELCOME SUPER MARKET","1141 FOLSOM St",2019-02-11,92,"Unapproved or unmaintained equipment or utensils","Low Risk",10
"1604",1788,"EXECUTIVE CAFE","150 EXECUTIVE PARK Blvd 2000",2019-02-11,92,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",9
"1605",16441,"Hawaiian Drive Inn","2600 San Bruno Ave",2019-02-11,76,"Moderate risk vermin infestation","Moderate Risk",2
"1606",59838,"OTD","2232 Bush St",2019-02-11,92,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",11
"1607",38427,"Andrea's Bakery","4511 Mission St",2019-02-11,81,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",1
"1608",1232,"Sunflower Cafe","284 O'Farrell St",2019-02-11,88,"Improper food storage","Low Risk",3
"1609",38427,"Andrea's Bakery","4511 Mission St",2019-02-11,81,"Employee eating or smoking","Moderate Risk",1
"1610",16441,"Hawaiian Drive Inn","2600 San Bruno Ave",2019-02-11,76,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",2
"1611",1788,"EXECUTIVE CAFE","150 EXECUTIVE PARK Blvd 2000",2019-02-11,92,"Unclean nonfood contact surfaces","Low Risk",9
"1612",38427,"Andrea's Bakery","4511 Mission St",2019-02-11,81,"Inadequate food safety knowledge or lack of certified food safety manager","Moderate Risk",1
"1613",38427,"Andrea's Bakery","4511 Mission St",2019-02-11,81,"Unapproved or unmaintained equipment or utensils","Low Risk",1
"1614",1788,"EXECUTIVE CAFE","150 EXECUTIVE PARK Blvd 2000",2019-02-11,92,"Unapproved or unmaintained equipment or utensils","Low Risk",9
"1615",16441,"Hawaiian Drive Inn","2600 San Bruno Ave",2019-02-11,76,"Moderate risk food holding temperature","Moderate Risk",2
"1616",4620,"WELCOME SUPER MARKET","1141 FOLSOM St",2019-02-11,92,"Food safety certificate or food handler card not available","Low Risk",10
"1617",16441,"Hawaiian Drive Inn","2600 San Bruno Ave",2019-02-11,76,"Unclean or degraded floors walls or ceilings","Low Risk",2
"1618",1232,"Sunflower Cafe","284 O'Farrell St",2019-02-11,88,"Unapproved or unmaintained equipment or utensils","Low Risk",3
"1619",38427,"Andrea's Bakery","4511 Mission St",2019-02-11,81,"Unclean hands or improper use of gloves","High Risk",1
"1620",16441,"Hawaiian Drive Inn","2600 San Bruno Ave",2019-02-11,76,"Inadequate and inaccessible handwashing facilities","Moderate Risk",2
"1621",4620,"WELCOME SUPER MARKET","1141 FOLSOM St",2019-02-11,92,"Inadequate and inaccessible handwashing facilities","Moderate Risk",10
"1622",1232,"Sunflower Cafe","284 O'Farrell St",2019-02-11,88,"Food safety certificate or food handler card not available","Low Risk",3
"1623",16441,"Hawaiian Drive Inn","2600 San Bruno Ave",2019-02-11,76,"Improper thawing methods","Moderate Risk",2
"1624",1788,"EXECUTIVE CAFE","150 EXECUTIVE PARK Blvd 2000",2019-02-11,92,"Inadequate ventilation or lighting","Low Risk",9
"1625",59838,"OTD","2232 Bush St",2019-02-11,92,"Improper food storage","Low Risk",11
"1626",59838,"OTD","2232 Bush St",2019-02-11,92,"Other moderate risk violation","Moderate Risk",11
"1627",16441,"Hawaiian Drive Inn","2600 San Bruno Ave",2019-02-11,76,"Unclean nonfood contact surfaces","Low Risk",2
"1628",1232,"Sunflower Cafe","284 O'Farrell St",2019-02-11,88,"Moderate risk food holding temperature","Moderate Risk",3
"1629",86261,"Taqueria Dos Charros","55 Cambon Dr",2019-02-11,67,"Improper cooling methods","High Risk",NA
"1630",92983,"La Loma Produce #8","2840 Mission St.",2019-02-11,72,"Improper cooling methods","High Risk",NA
"1631",67446,"Soma Chicken and Salad","101 Spear St #A24",2019-02-11,65,"Unapproved or unmaintained equipment or utensils","Low Risk",10
"1632",91160,"Les Gourmands Bakery","900 Folsom St Unit A",2019-02-11,90,"Food safety certificate or food handler card not available","Low Risk",NA
"1633",77550,"Mangiare","301 A Executive Park Blvd",2019-02-11,81,"Improper cooling methods","High Risk",NA
"1634",67446,"Soma Chicken and Salad","101 Spear St #A24",2019-02-11,65,"Improper cooling methods","High Risk",10
"1635",91300,"Zzan","643 Post St",2019-02-11,65,"Improper thawing methods","Moderate Risk",NA
"1636",91160,"Les Gourmands Bakery","900 Folsom St Unit A",2019-02-11,90,"Improper storage use or identification of toxic substances","Low Risk",NA
"1637",91300,"Zzan","643 Post St",2019-02-11,65,"High risk vermin infestation","High Risk",NA
"1638",82041,"Hotel Vitale","8 Mission St",2019-02-11,79,"Unclean or degraded floors walls or ceilings","Low Risk",NA
"1639",86261,"Taqueria Dos Charros","55 Cambon Dr",2019-02-11,67,"Foods not protected from contamination","Moderate Risk",NA
"1640",92983,"La Loma Produce #8","2840 Mission St.",2019-02-11,72,"No plan review or Building Permit","Low Risk",NA
"1641",67446,"Soma Chicken and Salad","101 Spear St #A24",2019-02-11,65,"Unclean or degraded floors walls or ceilings","Low Risk",10
"1642",87736,"Senor Sisig #1","Off The Grid",2019-02-11,93,"No hot water or running water","High Risk",NA
"1643",93243,"Taqueria Gonzalez","2531 San Bruno Ave.",2019-02-11,87,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",NA
"1644",77550,"Mangiare","301 A Executive Park Blvd",2019-02-11,81,"Food safety certificate or food handler card not available","Low Risk",NA
"1645",91300,"Zzan","643 Post St",2019-02-11,65,"Unclean nonfood contact surfaces","Low Risk",NA
"1646",77550,"Mangiare","301 A Executive Park Blvd",2019-02-11,81,"Inadequate and inaccessible handwashing facilities","Moderate Risk",NA
"1647",91457,"Tin Vietnamese Cuisine","937 Howard St",2019-02-11,88,"Moderate risk food holding temperature","Moderate Risk",NA
"1648",86261,"Taqueria Dos Charros","55 Cambon Dr",2019-02-11,67,"Inadequate food safety knowledge or lack of certified food safety manager","Moderate Risk",NA
"1649",92983,"La Loma Produce #8","2840 Mission St.",2019-02-11,72,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",NA
"1650",91457,"Tin Vietnamese Cuisine","937 Howard St",2019-02-11,88,"Improper or defective plumbing","Low Risk",NA
"1651",91300,"Zzan","643 Post St",2019-02-11,65,"Inadequate and inaccessible handwashing facilities","Moderate Risk",NA
"1652",92983,"La Loma Produce #8","2840 Mission St.",2019-02-11,72,"High risk vermin infestation","High Risk",NA
"1653",67446,"Soma Chicken and Salad","101 Spear St #A24",2019-02-11,65,"Moderate risk food holding temperature","Moderate Risk",10
"1654",82041,"Hotel Vitale","8 Mission St",2019-02-11,79,"Moderate risk food holding temperature","Moderate Risk",NA
"1655",91300,"Zzan","643 Post St",2019-02-11,65,"Improper cooling methods","High Risk",NA
"1656",83636,"Sam's Chowder Mobile #4","Off The Grid",2019-02-11,98,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",NA
"1657",92983,"La Loma Produce #8","2840 Mission St.",2019-02-11,72,"Improper storage use or identification of toxic substances","Low Risk",NA
"1658",67446,"Soma Chicken and Salad","101 Spear St #A24",2019-02-11,65,"Insufficient hot water or running water","Moderate Risk",10
"1659",91300,"Zzan","643 Post St",2019-02-11,65,"Improper food storage","Low Risk",NA
"1660",86261,"Taqueria Dos Charros","55 Cambon Dr",2019-02-11,67,"High risk food holding temperature","High Risk",NA
"1661",77550,"Mangiare","301 A Executive Park Blvd",2019-02-11,81,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",NA
"1662",67446,"Soma Chicken and Salad","101 Spear St #A24",2019-02-11,65,"Unclean or unsanitary food contact surfaces","High Risk",10
"1663",82041,"Hotel Vitale","8 Mission St",2019-02-11,79,"Unclean hands or improper use of gloves","High Risk",NA
"1664",92983,"La Loma Produce #8","2840 Mission St.",2019-02-11,72,"Inadequate and inaccessible handwashing facilities","Moderate Risk",NA
"1665",77550,"Mangiare","301 A Executive Park Blvd",2019-02-11,81,"Improper or defective plumbing","Low Risk",NA
"1666",91300,"Zzan","643 Post St",2019-02-11,65,"Unclean or degraded floors walls or ceilings","Low Risk",NA
"1667",91457,"Tin Vietnamese Cuisine","937 Howard St",2019-02-11,88,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",NA
"1668",86261,"Taqueria Dos Charros","55 Cambon Dr",2019-02-11,67,"Unclean or unsanitary food contact surfaces","High Risk",NA
"1669",82041,"Hotel Vitale","8 Mission St",2019-02-11,79,"Inadequate and inaccessible handwashing facilities","Moderate Risk",NA
"1670",67446,"Soma Chicken and Salad","101 Spear St #A24",2019-02-11,65,"Improper food storage","Low Risk",10
"1671",91457,"Tin Vietnamese Cuisine","937 Howard St",2019-02-11,88,"Low risk vermin infestation","Low Risk",NA
"1672",91300,"Zzan","643 Post St",2019-02-11,65,"Unclean or unsanitary food contact surfaces","High Risk",NA
"1673",93243,"Taqueria Gonzalez","2531 San Bruno Ave.",2019-02-11,87,"Moderate risk food holding temperature","Moderate Risk",NA
"1674",91160,"Les Gourmands Bakery","900 Folsom St Unit A",2019-02-11,90,"Inadequate and inaccessible handwashing facilities","Moderate Risk",NA
"1675",91160,"Les Gourmands Bakery","900 Folsom St Unit A",2019-02-11,90,"Improper or defective plumbing","Low Risk",NA
"1676",86261,"Taqueria Dos Charros","55 Cambon Dr",2019-02-11,67,"Inadequate and inaccessible handwashing facilities","Moderate Risk",NA
"1677",67446,"Soma Chicken and Salad","101 Spear St #A24",2019-02-11,65,"Unclean hands or improper use of gloves","High Risk",10
"1678",93243,"Taqueria Gonzalez","2531 San Bruno Ave.",2019-02-11,87,"Improper cooling methods","High Risk",NA
"1679",82041,"Hotel Vitale","8 Mission St",2019-02-11,79,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",NA
"1680",92983,"La Loma Produce #8","2840 Mission St.",2019-02-11,72,"Inadequate dressing rooms or improper storage of personal items","Low Risk",NA
"1681",5970,"Heritage, The","3400 LAGUNA St",2019-02-11,100,NA,NA,6
"1682",99269,"ONE BOILING POT","1155 TARAVAL ST",2019-02-11,91,"Unapproved or unmaintained equipment or utensils","Low Risk",NA
"1683",99269,"ONE BOILING POT","1155 TARAVAL ST",2019-02-11,91,"Improper cooling methods","High Risk",NA
"1684",4777,"SOUTH BEACH CAFE","800 EMBARCADERO St",2019-02-12,92,"Low risk vermin infestation","Low Risk",10
"1685",19002,"Subway #4066","5650 Geary Blvd",2019-02-12,91,"Permit license or inspection report not posted","Low Risk",4
"1686",33920,"Lalita Thai Restaurant & Bar","96 McAllister St",2019-02-12,96,"Foods not protected from contamination","Moderate Risk",10
"1687",2933,"Castagnola's Restaurant","286 Jefferson St",2019-02-12,90,"Unapproved or unmaintained equipment or utensils","Low Risk",3
"1688",63653,"SFDH - Scala's Bistro Restaurant","450 Powell St 1st Floor",2019-02-12,70,"Inadequate and inaccessible handwashing facilities","Moderate Risk",3
"1689",63651,"SFDH - Employee Cafeteria","450 Powell St Basement",2019-02-12,88,"Moderate risk vermin infestation","Moderate Risk",3
