business_id	business_name	business_address	inspection_date	inspection_score	violation_description	risk_category	Current Supervisor Districts
90873	Andytown Coffee Roasters	3629 Taraval St	2019-02-15	98	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk	NA
79729	Burger King #4474	1200 Market St	2019-02-15	86	Unclean nonfood contact surfaces	Low Risk	NA
68615	Osha Express	1 Market St #21B	2019-02-15	70	Moderate risk food holding temperature	Moderate Risk	10
74955	Darioush Inc.	3065 Jackson St	2019-02-15	94	Low risk vermin infestation	Low Risk	NA
71422	Golden Catering	835 Jamestown Ave	2019-02-15	90	Food in poor condition	Moderate Risk	NA
93957	Leadership High School	350 Seneca Ave	2019-02-15	100	NA	NA	NA
5867	MALCOLM X ELEMENTARY SCHOOL	350 Harbor Rd	2019-02-15	100	NA	NA	9
97297	BITEUNITE OF USA LLC	600 South Van Ness Ave 2	2019-02-15	89	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
5835	Rosa Parks Elementary School	1501 O'Farrell St	2019-02-15	100	NA	NA	11
99507	SLICES	330 TOWNSEND ST 101	2019-02-15	98	Unapproved or unmaintained equipment or utensils	Low Risk	NA
5808	BALBOA HIGH SCHOOL	1000 CAYUGA Ave	2019-02-15	100	NA	NA	1
97297	BITEUNITE OF USA LLC	600 South Van Ness Ave 2	2019-02-15	89	Unclean or unsanitary food contact surfaces	High Risk	NA
35425	LOCAL KITCHEN & WINE MERCHANT	330 01st St	2019-02-19	82	Moderate risk food holding temperature	Moderate Risk	NA
34814	The Irish Bank Bar & Restaurant	10 Mark Ln	2019-02-19	82	Unclean or degraded floors walls or ceilings	Low Risk	3
34814	The Irish Bank Bar & Restaurant	10 Mark Ln	2019-02-19	82	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	3
21785	Perbacco	230 California St	2019-02-19	82	Improper storage of equipment utensils or linens	Low Risk	3
61499	The Plant Cafe Organic	101 California St	2019-02-19	83	High risk food holding temperature	High Risk	3
5821	MOSCONE ELEMENTARY SCHOOL	2576 HARRISON St	2019-02-19	96	Unapproved or unmaintained equipment or utensils	Low Risk	2
21785	Perbacco	230 California St	2019-02-19	82	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk	3
1280	AMASIA HIDE'S SUSHI BAR	149 NOE St	2019-02-19	93	Unclean or unsanitary food contact surfaces	High Risk	5
5801	FLYNN ELEMENTARY SCHOOL	3125 CESAR CHAVEZ St	2019-02-19	96	Inadequate and inaccessible handwashing facilities	Moderate Risk	2
2240	Le Regency	18 California St	2019-02-19	85	Foods not protected from contamination	Moderate Risk	3
38146	San Pancho's Tacos	491 Bayshore St	2019-02-19	91	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk	NA
61499	The Plant Cafe Organic	101 California St	2019-02-19	83	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk	3
34814	The Irish Bank Bar & Restaurant	10 Mark Ln	2019-02-19	82	Improper thawing methods	Moderate Risk	3
2240	Le Regency	18 California St	2019-02-19	85	High risk food holding temperature	High Risk	3
21785	Perbacco	230 California St	2019-02-19	82	Moderate risk food holding temperature	Moderate Risk	3
5802	LOWELL HIGH SCHOOL	1101 EUCALYPTUS Dr	2019-02-19	98	Improper or defective plumbing	Low Risk	8
61499	The Plant Cafe Organic	101 California St	2019-02-19	83	Unapproved or unmaintained equipment or utensils	Low Risk	3
5817	LAKESHORE ELEMENTARY SCHOOL	220 MIDDLEFIELD Dr	2019-02-19	96	Low risk vermin infestation	Low Risk	8
21785	Perbacco	230 California St	2019-02-19	82	Employee eating or smoking	Moderate Risk	3
35425	LOCAL KITCHEN & WINE MERCHANT	330 01st St	2019-02-19	82	Unclean or degraded floors walls or ceilings	Low Risk	NA
34814	The Irish Bank Bar & Restaurant	10 Mark Ln	2019-02-19	82	Inadequate sewage or wastewater disposal	Moderate Risk	3
5817	LAKESHORE ELEMENTARY SCHOOL	220 MIDDLEFIELD Dr	2019-02-19	96	Unclean nonfood contact surfaces	Low Risk	8
61499	The Plant Cafe Organic	101 California St	2019-02-19	83	Insufficient hot water or running water	Moderate Risk	3
35425	LOCAL KITCHEN & WINE MERCHANT	330 01st St	2019-02-19	82	Moderate risk vermin infestation	Moderate Risk	NA
2240	Le Regency	18 California St	2019-02-19	85	Unclean nonfood contact surfaces	Low Risk	3
35425	LOCAL KITCHEN & WINE MERCHANT	330 01st St	2019-02-19	82	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
21785	Perbacco	230 California St	2019-02-19	82	Insufficient hot water or running water	Moderate Risk	3
34814	The Irish Bank Bar & Restaurant	10 Mark Ln	2019-02-19	82	Moderate risk vermin infestation	Moderate Risk	3
35425	LOCAL KITCHEN & WINE MERCHANT	330 01st St	2019-02-19	82	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
5877	CLAIRE LILIENTHAL SCHOOL-MADISON CA	3950 SACRAMENTO St	2019-02-19	96	Unapproved or unmaintained equipment or utensils	Low Risk	6
5821	MOSCONE ELEMENTARY SCHOOL	2576 HARRISON St	2019-02-19	96	Low risk vermin infestation	Low Risk	2
2240	Le Regency	18 California St	2019-02-19	85	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk	3
5877	CLAIRE LILIENTHAL SCHOOL-MADISON CA	3950 SACRAMENTO St	2019-02-19	96	Other low risk violation	Low Risk	6
21785	Perbacco	230 California St	2019-02-19	82	Unapproved or unmaintained equipment or utensils	Low Risk	3
38146	San Pancho's Tacos	491 Bayshore St	2019-02-19	91	Improper reheating of food	High Risk	NA
61499	The Plant Cafe Organic	101 California St	2019-02-19	83	Unclean unmaintained or improperly constructed toilet facilities	Low Risk	3
87447	The Castro Republic	2295 Market St	2019-02-19	86	Unclean or degraded floors walls or ceilings	Low Risk	NA
82793	Slice House by Tony Gemignani	680 A 02nd St	2019-02-19	78	High risk food holding temperature	High Risk	NA
90503	Park Gyros Castro	449 Castro St	2019-02-19	90	Unclean or degraded floors walls or ceilings	Low Risk	NA
89167	Monterey Pizza and Asian Zap	599 Monterey Blvd	2019-02-19	90	Low risk vermin infestation	Low Risk	NA
70148	Mission Street Sports Bar SF	2565 Mission St.	2019-02-19	85	Moderate risk vermin infestation	Moderate Risk	NA
65795	Mr. Pizza Man	2680 22nd St	2019-02-19	80	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	2
66229	Amphawa Thai Noodle House	5020 GEARY Blvd	2019-02-19	92	Improper storage use or identification of toxic substances	Low Risk	4
92540	Buckhorn Grill	619 Market St.	2019-02-19	84	Unclean or degraded floors walls or ceilings	Low Risk	NA
75792	Red Cafe	2894 Mission St	2019-02-19	93	Improper cooling methods	High Risk	NA
70148	Mission Street Sports Bar SF	2565 Mission St.	2019-02-19	85	Improper cooling methods	High Risk	NA
85532	Chubby Noodle	1310 Grant Ave	2019-02-19	87	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
92540	Buckhorn Grill	619 Market St.	2019-02-19	84	Unclean or unsanitary food contact surfaces	High Risk	NA
87447	The Castro Republic	2295 Market St	2019-02-19	86	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk	NA
90503	Park Gyros Castro	449 Castro St	2019-02-19	90	Inadequate warewashing facilities or equipment	Low Risk	NA
82793	Slice House by Tony Gemignani	680 A 02nd St	2019-02-19	78	Low risk vermin infestation	Low Risk	NA
82793	Slice House by Tony Gemignani	680 A 02nd St	2019-02-19	78	Unclean or unsanitary food contact surfaces	High Risk	NA
70148	Mission Street Sports Bar SF	2565 Mission St.	2019-02-19	85	Unapproved or unmaintained equipment or utensils	Low Risk	NA
89167	Monterey Pizza and Asian Zap	599 Monterey Blvd	2019-02-19	90	Inadequate dressing rooms or improper storage of personal items	Low Risk	NA
82793	Slice House by Tony Gemignani	680 A 02nd St	2019-02-19	78	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
85532	Chubby Noodle	1310 Grant Ave	2019-02-19	87	No hot water or running water	High Risk	NA
65795	Mr. Pizza Man	2680 22nd St	2019-02-19	80	Improper cooling methods	High Risk	2
82950	Acquolina	1600 Stockton St	2019-02-19	86	Unclean or unsanitary food contact surfaces	High Risk	NA
71988	Mikes Grocery & Liquor	2499 Mission St	2019-02-19	96	Inadequate dressing rooms or improper storage of personal items	Low Risk	NA
66229	Amphawa Thai Noodle House	5020 GEARY Blvd	2019-02-19	92	Inadequate and inaccessible handwashing facilities	Moderate Risk	4
82950	Acquolina	1600 Stockton St	2019-02-19	86	High risk food holding temperature	High Risk	NA
82793	Slice House by Tony Gemignani	680 A 02nd St	2019-02-19	78	Unclean nonfood contact surfaces	Low Risk	NA
90503	Park Gyros Castro	449 Castro St	2019-02-19	90	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk	NA
87447	The Castro Republic	2295 Market St	2019-02-19	86	Moderate risk food holding temperature	Moderate Risk	NA
89167	Monterey Pizza and Asian Zap	599 Monterey Blvd	2019-02-19	90	Foods not protected from contamination	Moderate Risk	NA
70148	Mission Street Sports Bar SF	2565 Mission St.	2019-02-19	85	Unclean nonfood contact surfaces	Low Risk	NA
65795	Mr. Pizza Man	2680 22nd St	2019-02-19	80	High risk food holding temperature	High Risk	2
66229	Amphawa Thai Noodle House	5020 GEARY Blvd	2019-02-19	92	Inadequate ventilation or lighting	Low Risk	4
71988	Mikes Grocery & Liquor	2499 Mission St	2019-02-19	96	Improper storage use or identification of toxic substances	Low Risk	NA
92540	Buckhorn Grill	619 Market St.	2019-02-19	84	High risk food holding temperature	High Risk	NA
90503	Park Gyros Castro	449 Castro St	2019-02-19	90	Foods not protected from contamination	Moderate Risk	NA
89167	Monterey Pizza and Asian Zap	599 Monterey Blvd	2019-02-19	90	Unclean nonfood contact surfaces	Low Risk	NA
87447	The Castro Republic	2295 Market St	2019-02-19	86	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
85532	Chubby Noodle	1310 Grant Ave	2019-02-19	87	Unapproved or unmaintained equipment or utensils	Low Risk	NA
65795	Mr. Pizza Man	2680 22nd St	2019-02-19	80	Unclean nonfood contact surfaces	Low Risk	2
97189	SENIORES PIZZA	320 11th St	2019-02-19	92	Unclean unmaintained or improperly constructed toilet facilities	Low Risk	NA
98173	MISSION PREPARATORY INC	1050 YORK ST	2019-02-19	96	Unapproved or unmaintained equipment or utensils	Low Risk	NA
99134	ROTI INDIAN BISTRO LLC	53 WEST  PORTAL AVE	2019-02-19	87	Improper cooling methods	High Risk	NA
99134	ROTI INDIAN BISTRO LLC	53 WEST  PORTAL AVE	2019-02-19	87	Unclean or degraded floors walls or ceilings	Low Risk	NA
97189	SENIORES PIZZA	320 11th St	2019-02-19	92	Low risk vermin infestation	Low Risk	NA
99134	ROTI INDIAN BISTRO LLC	53 WEST  PORTAL AVE	2019-02-19	87	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
98301	ST. THOMAS MORE ELEMENTARY SCHOOL	50 THOMAS MORE WAY	2019-02-19	98	Food safety certificate or food handler card not available	Low Risk	NA
5862	MARTIN L. KING MIDDLE SCHOOL	350 GIRARD St	2019-02-19	100	NA	NA	2
97189	SENIORES PIZZA	320 11th St	2019-02-19	92	Inadequate procedures or records for time as a public health control	Moderate Risk	NA
5871	CHAVEZ ELEMENTARY SCHOOL	825 SHOTWELL St	2019-02-19	100	NA	NA	2
98173	MISSION PREPARATORY INC	1050 YORK ST	2019-02-19	96	Permit license or inspection report not posted	Low Risk	NA
5858	DREW ELEMENTARY SCHOOL	50 POMONA Ave	2019-02-19	100	NA	NA	9
14525	Sodexo at Academy of Art	180 New Montgomery St.	2019-02-19	100	NA	NA	10
7243	CASA LUCAS #3	4555 MISSION St	2019-02-20	75	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk	1
2842	SEASONS RESTAURANT	757 MARKET St 5/Fl	2019-02-20	70	Insufficient hot water or running water	Moderate Risk	10
5017	COLLEGE MARKET	995 ELLIS St	2019-02-20	77	Moderate risk food holding temperature	Moderate Risk	11
10030	Marshall Elementary School	1575 15th St	2019-02-20	96	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	2
286	PUNJAB KABAB HOUSE	101 EDDY St	2019-02-20	83	Foods not protected from contamination	Moderate Risk	10
58803	Catering For Two Or More	5051 MISSION STREET	2019-02-20	72	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk	1
3476	GRAND LODGE OF CALIFORNIA	5051 MISSION St	2019-02-20	90	Food safety certificate or food handler card not available	Low Risk	1
61635	Credo Restaurant	360 Pine St	2019-02-20	88	Improper storage of equipment utensils or linens	Low Risk	3
63597	Zero Zero	826 FOLSOM St	2019-02-20	90	Inadequate and inaccessible handwashing facilities	Moderate Risk	10
286	PUNJAB KABAB HOUSE	101 EDDY St	2019-02-20	83	Improper or defective plumbing	Low Risk	10
1496	FOUR SEASONS HOTEL- EMPLOYEE  CAFETERIA	757 MARKET St BASE.	2019-02-20	96	Insufficient hot water or running water	Moderate Risk	10
2871	STARBUCK'S COFFEE #6605	2727 MARIPOSA St	2019-02-20	94	Inadequate warewashing facilities or equipment	Low Risk	2
18102	Kim Son Restaurant	3614 BALBOA St	2019-02-20	71	Inadequate and inaccessible handwashing facilities	Moderate Risk	4
7243	CASA LUCAS #3	4555 MISSION St	2019-02-20	75	Improper thawing methods	Moderate Risk	1
3476	GRAND LODGE OF CALIFORNIA	5051 MISSION St	2019-02-20	90	Unclean or degraded floors walls or ceilings	Low Risk	1
286	PUNJAB KABAB HOUSE	101 EDDY St	2019-02-20	83	Unapproved or unmaintained equipment or utensils	Low Risk	10
58803	Catering For Two Or More	5051 MISSION STREET	2019-02-20	72	Inadequate and inaccessible handwashing facilities	Moderate Risk	1
5017	COLLEGE MARKET	995 ELLIS St	2019-02-20	77	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	11
7243	CASA LUCAS #3	4555 MISSION St	2019-02-20	75	Unapproved or unmaintained equipment or utensils	Low Risk	1
63597	Zero Zero	826 FOLSOM St	2019-02-20	90	Inadequate dressing rooms or improper storage of personal items	Low Risk	10
2842	SEASONS RESTAURANT	757 MARKET St 5/Fl	2019-02-20	70	Inadequate and inaccessible handwashing facilities	Moderate Risk	10
2871	STARBUCK'S COFFEE #6605	2727 MARIPOSA St	2019-02-20	94	Low risk vermin infestation	Low Risk	2
2842	SEASONS RESTAURANT	757 MARKET St 5/Fl	2019-02-20	70	Improper thawing methods	Moderate Risk	10
3972	SEASONS BAR	757 MARKET St 5/Fl	2019-02-20	96	Noncompliance with shell fish tags or display	Moderate Risk	10
18102	Kim Son Restaurant	3614 BALBOA St	2019-02-20	71	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk	4
5017	COLLEGE MARKET	995 ELLIS St	2019-02-20	77	Unclean nonfood contact surfaces	Low Risk	11
61635	Credo Restaurant	360 Pine St	2019-02-20	88	Foods not protected from contamination	Moderate Risk	3
1318	GORDO TAQUERIA #6	5450 GEARY Blvd	2019-02-20	91	Permit license or inspection report not posted	Low Risk	4
18102	Kim Son Restaurant	3614 BALBOA St	2019-02-20	71	High risk vermin infestation	High Risk	4
63597	Zero Zero	826 FOLSOM St	2019-02-20	90	Food safety certificate or food handler card not available	Low Risk	10
7243	CASA LUCAS #3	4555 MISSION St	2019-02-20	75	Insufficient hot water or running water	Moderate Risk	1
58803	Catering For Two Or More	5051 MISSION STREET	2019-02-20	72	Moderate risk food holding temperature	Moderate Risk	1
5017	COLLEGE MARKET	995 ELLIS St	2019-02-20	77	Foods not protected from contamination	Moderate Risk	11
58803	Catering For Two Or More	5051 MISSION STREET	2019-02-20	72	Unclean hands or improper use of gloves	High Risk	1
286	PUNJAB KABAB HOUSE	101 EDDY St	2019-02-20	83	Food safety certificate or food handler card not available	Low Risk	10
13062	Everett Middle School	450 Church St	2019-02-20	98	Unapproved or unmaintained equipment or utensils	Low Risk	5
2842	SEASONS RESTAURANT	757 MARKET St 5/Fl	2019-02-20	70	High risk food holding temperature	High Risk	10
61635	Credo Restaurant	360 Pine St	2019-02-20	88	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	3
3476	GRAND LODGE OF CALIFORNIA	5051 MISSION St	2019-02-20	90	Moderate risk vermin infestation	Moderate Risk	1
1318	GORDO TAQUERIA #6	5450 GEARY Blvd	2019-02-20	91	Unclean hands or improper use of gloves	High Risk	4
7243	CASA LUCAS #3	4555 MISSION St	2019-02-20	75	Moderate risk food holding temperature	Moderate Risk	1
2842	SEASONS RESTAURANT	757 MARKET St 5/Fl	2019-02-20	70	Improper cooling methods	High Risk	10
5017	COLLEGE MARKET	995 ELLIS St	2019-02-20	77	Unapproved or unmaintained equipment or utensils	Low Risk	11
2842	SEASONS RESTAURANT	757 MARKET St 5/Fl	2019-02-20	70	Inadequate sewage or wastewater disposal	Moderate Risk	10
63597	Zero Zero	826 FOLSOM St	2019-02-20	90	Unapproved or unmaintained equipment or utensils	Low Risk	10
61635	Credo Restaurant	360 Pine St	2019-02-20	88	Improper or defective plumbing	Low Risk	3
58803	Catering For Two Or More	5051 MISSION STREET	2019-02-20	72	Inadequate ventilation or lighting	Low Risk	1
18102	Kim Son Restaurant	3614 BALBOA St	2019-02-20	71	Improper cooling methods	High Risk	4
58803	Catering For Two Or More	5051 MISSION STREET	2019-02-20	72	Unclean or unsanitary food contact surfaces	High Risk	1
18102	Kim Son Restaurant	3614 BALBOA St	2019-02-20	71	High risk food holding temperature	High Risk	4
286	PUNJAB KABAB HOUSE	101 EDDY St	2019-02-20	83	Improper cooling methods	High Risk	10
2871	STARBUCK'S COFFEE #6605	2727 MARIPOSA St	2019-02-20	94	Unclean nonfood contact surfaces	Low Risk	2
7243	CASA LUCAS #3	4555 MISSION St	2019-02-20	75	Unclean hands or improper use of gloves	High Risk	1
5017	COLLEGE MARKET	995 ELLIS St	2019-02-20	77	High risk vermin infestation	High Risk	11
3476	GRAND LODGE OF CALIFORNIA	5051 MISSION St	2019-02-20	90	Improper or defective plumbing	Low Risk	1
80964	Sunset Reservoir Brewing Company	1735 Noriega St	2019-02-20	71	Unclean or degraded floors walls or ceilings	Low Risk	NA
74797	Bayview Hunters Point YMCA	1601 Lane St	2019-02-20	90	Foods not protected from contamination	Moderate Risk	NA
89072	Epicurean@SHCP	1055 Ellis St.	2019-02-20	85	Unapproved or unmaintained equipment or utensils	Low Risk	NA
71909	Shanghai Dumpling King 2	696 Monterey Blvd	2019-02-20	88	Low risk vermin infestation	Low Risk	8
90460	Mestiza Taqueria	595 Bryant St.	2019-02-20	85	Moderate risk food holding temperature	Moderate Risk	NA
74797	Bayview Hunters Point YMCA	1601 Lane St	2019-02-20	90	Insufficient hot water or running water	Moderate Risk	NA
